the_geom,capacity_mw,record_last_updated_dd_mm_yyyy,operator,name,renewable_or_non_renewable,technology_type,cartodb_id,development_status,county,region,country,lat,long,operational
0101000020E6100000281DF68C8E5D13C0CF4A5AF10DD74C40,18,19/08/2014,Infinergy,Lochluichart (Extension),Renewable,Wind Onshore,1227,Operational,Highland,Scotland,Scotland,57.680113,-4.8413641,14/05/2014
0101000020E6100000124A5F08390F04C0A8E49CD843DD4940,5,27/11/2014,Bee Green Solar Limited,Hurst Farm,Renewable,Solar Photovoltaics,1228,Operational,Gloucestershire,South West,England,51.728633,-2.507433,19/05/2014
0101000020E6100000F38876BA980BF1BF621399B9C09B4940,1.2,02/06/2014,Barfoot Energy Projects Ltd,Green Waste Composting Facility (Waste AD),Renewable,Anaerobic Digestion,1229,Operational,Hampshire,South East,England,51.216819,-1.0653312,20/05/2014
0101000020E6100000987D68305710F5BF3B6D8D08C6C34A40,1.5,02/06/2014,Aldi,Goldthorpe,Renewable,Solar Photovoltaics,1230,Operational,South Yorkshire,Yorkshire and Humber,England,53.529481,-1.3164894,21/05/2014
0101000020E61000006AA0F99CBB7D00C03CA1D79FC45F4940,6.1,05/03/2015,Primrose Solar,Race farm,Renewable,Solar Photovoltaics,1130,Operational,Dorset,South West,England,50.748188,-2.061393,21/03/2014
0101000020E61000004BC4002E6D1DF2BFC91EA16648594940,10.2,03/07/2014,Lightsource Renewable Energy (BNRG Renewables),Hill Farm Solar Park,Renewable,Solar Photovoltaics,1231,Operational,Isle of Wight,South East,England,50.697522,-1.1321842,30/05/2014
0101000020E610000033C299673E0AEC3FFCE1E7BF077F4940,20,03/07/2014,BNRG Renewables,Sycamore Farm,Renewable,Solar Photovoltaics,1232,Operational,Kent,South East,England,50.992424,0.87625046,30/05/2014
0101000020E61000005215AEA29ACD0BC055849B8C2AB94C40,66.7,21/07/2014,Catamount Energy Ltd,Berry Burn,Renewable,Wind Onshore,1233,Operational,Grampian,Scotland,Scotland,57.446611,-3.4753926,30/05/2014
0101000020E6100000EB066575067912C056F0DB10E3CB4B40,2.5,21/05/2015,GlaxoSmithKline,GlaxoSmithKline Wind Project (Turbine 4),Renewable,Wind Onshore,1234,Operational,Strathclyde,Scotland,Scotland,55.592867,-4.6181887,01/06/2014
0101000020E6100000C9A18F430E8B02C086AB0320EE864940,5,23/07/2014,INRG Solar,Manor Farm (Dorset),Renewable,Solar Photovoltaics,1235,Operational,Dorset,South West,England,51.054142,-2.3178983,09/06/2014
0101000020E6100000A97CF8C7B500D93F713D0AD7A3FA4940,10.8,29/01/2015,Lightsource Renewable Energy,Hyde Farm - revised application,Renewable,Solar Photovoltaics,1236,Operational,Essex,Eastern,England,51.958125,0.39066834,09/06/2014
0101000020E6100000CC5367FF4DF905C0EBE40CC51DAD4A40,4.2,20/06/2014,PDM Group (Granox) Ltd,Granox Biogas Plant,Renewable,Anaerobic Digestion,1237,Operational,Cheshire,North West,England,53.352471,-2.7467308,18/06/2014
0101000020E61000003B600D068DC713C0D7A205685BAB4C40,2.4,03/04/2006,Scottish and Southern Energy (SSE),Mullardoch Tunnel,Renewable,Small Hydro,10,Operational,Highland,Scotland,Scotland,57.338727,-4.9448739,01/01/1955
0101000020E61000006A8E07B6A5C901C034643C4A25584940,5,18/11/2014,Good Energy Generation,Woolbridge Solar Park,Renewable,Solar Photovoltaics,1238,Operational,Dorset,South West,England,50.688638,-2.2234606,18/06/2014
0101000020E6100000802BD9B111C8F5BF02BC051214D14940,10,24/07/2014,Hive Energy,Steventon Solar Park,Renewable,Solar Photovoltaics,1239,Operational,Oxfordshire,South East,England,51.633425,-1.361345,19/06/2014
0101000020E6100000CB4752D2C3A811C08EE733A0DE964A40,12.6,01/10/2014,Anesco,Bodorgan Solar Farm,Renewable,Solar Photovoltaics,1240,Operational,Isle of Anglesey,Wales,Wales,53.178669,-4.4148095,20/06/2014
0101000020E6100000A0A8E81FAFCDE93FB28174B169B34940,11,17/12/2014,Solarcentury,South Lees Farm,Renewable,Solar Photovoltaics,1241,Operational,Kent,South East,England,51.401663,0.80635792,22/06/2014
0101000020E61000001DA0450081D8F8BF3C6A4C88B95E4940,2.7,04/08/2014,West Solent Solar Cooperative Ltd - Anthony Woolhouse -,Lower Pennington Farm,Renewable,Solar Photovoltaics,1242,Operational,Hampshire,South East,England,50.740037,-1.5528574,27/06/2014
0101000020E61000005CC41CA9632A03C0C959D8D30E6B4C40,25,03/09/2014,N R Gammie Partnership,Easter Tulloch Wind Farm (Tullo Extension),Renewable,Wind Onshore,1243,Operational,Grampian,Scotland,Scotland,56.83639,-2.3956979,30/06/2014
0101000020E6100000CB89F2DCAD92EBBFC8091346B3144A40,7.2,19/08/2014,Wind Prospect Developments,M1 Wind Farm,Renewable,Wind Onshore,1244,Operational,Northamptonshire,East Midlands,England,52.161721,-0.86165517,30/06/2014
0101000020E61000008099EFE027D610C0AE2990D959D44B40,30,19/08/2014,Falck Renewables,West Browncastle,Renewable,Wind Onshore,1245,Operational,Strathclyde,Scotland,Scotland,55.658992,-4.2091365,30/06/2014
0101000020E6100000359AF961C60CE53F193DB7D095F84940,2,27/11/2014,Tamar Energy,Halstead Renewable Power Project (Waste AD),Renewable,Anaerobic Digestion,1246,Operational,Essex,Eastern,England,51.942072,0.65780944,01/07/2014
0101000020E6100000A16E1C8897EDC2BF1D01DC2C5E464A40,2.7,28/11/2014,Lark Energy,Black Bush Farm,Renewable,Solar Photovoltaics,1247,Operational,Cambridgeshire,Eastern,England,52.549749,-0.14787573,01/07/2014
0101000020E6100000FBD97EE8383D03C0D6FECEF6E8694C40,10,27/11/2014,Eneco,Tullo Wind Farm South (Ext.),Renewable,Wind Onshore,1249,Operational,Grampian,Scotland,Scotland,56.827422,-2.4048937,01/07/2014
0101000020E610000046F4C6A41AB1F23F26A8E15B58734A40,3.6,28/11/2014,Lark Energy,Pond Farm,Renewable,Solar Photovoltaics,1250,Operational,Norfolk,Eastern,England,52.901134,1.1682383,03/07/2014
0101000020E6100000126745D444A712C0BB09BE69FA364940,5,17/03/2015,Munich RE,Polmaugan Farm,Renewable,Solar Photovoltaics,1251,Operational,Cornwall,South West,England,50.429517,-4.6633485,03/07/2014
0101000020E6100000E25EF4705D5C01C05D6F9BA910B14940,10,17/03/2015,Terraform Power (SunEdison),Norrington Common Solar Farm,Renewable,Solar Photovoltaics,1252,Operational,Wiltshire,South West,England,51.383321,-2.1701001,04/07/2014
0101000020E6100000CA541C621760F6BFD673D2FBC6B54A40,30,05/08/2014,E.On,Blackburn Meadows Biomass Plant,Renewable,Biomass (dedicated),1253,Operational,South Yorkshire,Yorkshire and Humber,England,53.420135,-1.3984598,07/07/2014
0101000020E6100000DA61026D61FC13C0821FD5B0DFD94940,8.2,29/05/2015,John Laing,Wear Point,Renewable,Wind Onshore,1254,Operational,Dyfed,Wales,Wales,51.702139,-4.9964654,07/07/2014
0101000020E61000007AA05FA5CC1703C031EBC5504E784C40,6.8,02/10/2014,East Coast Viners,Jacksbank Wind Farm (Glenbervie),Renewable,Wind Onshore,1255,Operational,Grampian,Scotland,Scotland,56.93989,-2.3866208,12/07/2014
0101000020E6100000A7D7D5007F5AB2BFB5E21B0A9F7B4A40,1.4,28/11/2014,Lark Energy,Fen Road,Renewable,Solar Photovoltaics,1256,Operational,Lincolnshire,East Midlands,England,52.965791,-0.071693361,22/07/2014
0101000020E6100000F4C607450C5EE9BF96CD1C925A6E4940,9.3,02/10/2014,Aardvark Environment Matters,Hunters Race Solar Park,Renewable,Solar Photovoltaics,1257,Operational,West Sussex,South East,England,50.862139,-0.79273046,23/07/2014
0101000020E6100000B97E0BFCF233F2BF5C02F04FA99C4A40,9.6,01/10/2014,Re-Fin Solar Limited,Welbeck Colliery,Renewable,Solar Photovoltaics,1258,Operational,Nottinghamshire,East Midlands,England,53.223917,-1.1376829,25/07/2014
0101000020E6100000652CE45B6963F0BF98874CF9102E4A40,1.8,25/03/2015,Lowther Farms,Lowther Farms,Renewable,Solar Photovoltaics,1259,Operational,Northamptonshire,East Midlands,England,52.359893,-1.0242704,28/07/2014
0101000020E61000009D1ECA0688B8FEBFF1D58EE21C0D4A40,3.3,05/08/2014,Sun Spirit,Bypass Nurseries Solar Farm,Renewable,Solar Photovoltaics,1260,Operational,Hereford and Worcester,West Midlands,England,52.102444,-1.9200516,28/07/2014
0101000020E610000058DAD2380E1BEBBF2904728923114A40,5,28/11/2014,Lark Energy,Stonepit Farm,Renewable,Solar Photovoltaics,1261,Operational,Northamptonshire,East Midlands,England,52.133897,-0.84705268,28/07/2014
0101000020E6100000018750A566AFE0BF4FE8F527F1814A40,32.5,05/03/2015,Octopus Investments,Ermine Street Farm solar park,Renewable,Solar Photovoltaics,1262,Operational,Lincolnshire,East Midlands,England,53.015172,-0.52141125,29/07/2014
0101000020E6100000C9337914F88C10C0F19C2D20B4924940,7.3,03/02/2015,Lumicity,West Hill Farm (solar),Renewable,Solar Photovoltaics,1263,Operational,Devon,South West,England,51.146122,-4.1376651,29/07/2014
0101000020E6100000882B67EF8CA608C059DC7F643A164C40,18.4,20/08/2014,The Renewables Infrastructure Group (TRIG),Earlseat,Renewable,Wind Onshore,1264,Operational,Fife,Scotland,Scotland,56.173657,-3.0813235,30/07/2014
0101000020E6100000C690F7054F9CFEBFB83A00E2AEDC4940,12.5,02/10/2014,Solar Planning Limited,Crucis Park,Renewable,Solar Photovoltaics,1265,Operational,Gloucestershire,South West,England,51.724087,-1.9131613,31/07/2014
0101000020E6100000F81B8A8E268FEC3F3FE257ACE1D44940,20.7,05/01/2015,Blue Energy (formerly Ridgewind Ltd),Middlewick wind farm,Renewable,Wind Onshore,1266,Operational,Essex,Eastern,England,51.663137,0.89247444,31/07/2014
0101000020E6100000241928DF222E12C0F10D85CFD6654940,1.8,18/11/2014,Good Energy Generation,Creathorne Farm  - Solar Farm,Renewable,Solar Photovoltaics,1267,Operational,Cornwall,South West,England,50.795618,-4.5450549,01/08/2014
0101000020E6100000A0C03BF9F498F7BFE0A293A5D6034A40,1,25/02/2015,Blenheim Farm,North Of Field Barn,Renewable,Solar Photovoltaics,1268,Operational,Oxfordshire,South East,England,52.029988,-1.474843,01/08/2014
0101000020E61000000CB501333A7BFFBF670B08AD87AF4940,1.3,02/09/2014,Hopton PV Ltd,Hopton Road Industrial Estate,Renewable,Solar Photovoltaics,1269,Operational,Wiltshire,South West,England,51.371328,-1.9675848,01/08/2014
0101000020E6100000820FB103DFDBE4BF76DEC666472E4A40,14.1,03/02/2015,First Renewable Developments,Burton Wold Wind Farm - Northern Extension (resubmission),Renewable,Wind Onshore,1270,Operational,Northamptonshire,East Midlands,England,52.361554,-0.65183974,01/08/2014
0101000020E6100000E4F38AA71E690BC07CEE04FBAFA14A40,1,04/08/2014,Biogen,Waen Biogas (Waste AD),Renewable,Anaerobic Digestion,1271,Operational,Clwyd,Wales,Wales,53.263183,-3.426328,04/08/2014
0101000020E61000007080F4A8534901C02507EC6AF2A24940,3.5,04/11/2014,Viridor,Westbury (Closed) Landfill Site,Renewable,Solar Photovoltaics,1272,Operational,Wiltshire,South West,England,51.273023,-2.1608041,05/08/2014
0101000020E61000006E6BE04EEF50B0BFD6C6D8092FD94A40,5,03/02/2015,Dodds Limited,Redhall Industrial Estate,Renewable,Solar Photovoltaics,1273,Operational,Humberside,Yorkshire and Humber,England,53.696748,-0.063734967,08/08/2014
0101000020E61000002F7E64840175ECBF2EC72B103DD54A40,32.8,18/08/2014,RWE npower,Goole Fields,Renewable,Wind Onshore,1274,Operational,Humberside,Yorkshire and Humber,England,53.665926,-0.88928295,11/08/2014
0101000020E61000007AA3FBDE4B6602C07973B8567BC84C40,2.3,05/09/2014,Eco2,Bogenlea Farm,Renewable,Wind Onshore,1275,Operational,Grampian,Scotland,Scotland,57.566264,-2.2999494,18/08/2014
0101000020E6100000F0694E5E6482F6BF4AD40B3ECD494A40,1.8,16/12/2014,Anesco,The Stables,Renewable,Solar Photovoltaics,1276,Operational,Leicestershire,East Midlands,England,52.576576,-1.406834,22/08/2014
0101000020E610000036A8A21DDC3208C0386BF0BE2A9D4A40,3.8,04/11/2014,Toyota Motor Manufacturing Ltd  - Graham Hillier - 01244 282027,Toyota Motor Manufacturing Uk - Deeside,Renewable,Solar Photovoltaics,1277,Operational,Clwyd,Wales,Wales,53.227867,-3.0248339,26/08/2014
0101000020E610000067C3503D88B3FDBF76A565A4DE654940,36,05/11/2014,Eco Sustainable Solutions,Chapel Lane Parley Solar Farm Phase 2,Renewable,Solar Photovoltaics,1278,Operational,Dorset,South West,England,50.795857,-1.8563311,29/08/2014
0101000020E610000023A46E675F290BC04B21904B1C734940,3.1,27/11/2014,AEE Renewables,Nether Mill Farm (resubmission),Renewable,Solar Photovoltaics,1279,Operational,Devon,South West,England,50.899301,-3.3952015,01/09/2014
0101000020E6100000B7F704E4A64113C067B796C970364940,4.6,23/07/2015,Mr Jon Hyatt,Woodlands Barton Wind Project,Renewable,Wind Onshore,1280,Operational,Cornwall,South West,England,50.425317,-4.8141132,01/09/2014
0101000020E610000084DE76FC725916C00002D6AA5DC94B40,43.7,01/10/2014,Scottish Power,Beinn an Tuirc Phase 2,Renewable,Wind Onshore,1281,Operational,Strathclyde,Scotland,Scotland,55.573171,-5.5873527,01/09/2014
0101000020E61000004E9253E0095201C04C8E3BA583C54940,7,03/02/2015,Wessex Solar Energy,Hullavington Solar Park,Renewable,Solar Photovoltaics,1282,Operational,Wiltshire,South West,England,51.54308,-2.1650579,03/09/2014
0101000020E6100000E46D0091D9BC12C0A88E554ACFE24940,1.6,05/01/2015,Princes Gate Spring Water,Princes Gate Spring Water,Renewable,Wind Onshore,1283,Operational,Dyfed,Wales,Wales,51.771951,-4.6844237,03/09/2014
0101000020E61000004063CB97BC260EC0C76471FF911B4C40,4,11/09/2014,FAO Miss Sarah Dooley,Burnfoot Hill Extension,Renewable,Wind Onshore,1284,Operational,Tayside,Scotland,Scotland,56.215393,-3.7689144,09/09/2014
0101000020E6100000F42E83D6688E07C0809F71E140584A40,8.9,02/09/2015,WS Systems Ltd,Hayford Farm,Renewable,Solar Photovoltaics,1285,Operational,Shropshire,West Midlands,England,52.68948,-2.9445359,10/09/2014
0101000020E610000071B3D36AA34501C089D00836AED94A40,12.3,22/06/2015,Todmorden Moor Wind Farm Ltd,Todmorden Moor  - Resubmission,Renewable,Wind Onshore,1286,Operational,West Yorkshire,Yorkshire and Humber,England,53.700629,-2.1590031,10/09/2014
0101000020E610000041B8020AF5AC13C032CC09DAE4E84940,31.3,27/11/2014,Sunsave,Fenton Home Farm,Renewable,Solar Photovoltaics,1287,Operational,Dyfed,Wales,Wales,51.819484,-4.9189035,12/09/2014
0101000020E6100000EAE34636FC4313C0CC24EA059F384940,9.6,19/03/2015,Kronos Solar,Kerriers Solar Park,Renewable,Solar Photovoltaics,1288,Operational,Cornwall,South West,England,50.442353,-4.8163918,19/09/2014
0101000020E6100000B38D47C22148C2BFF31C91EF52004A40,2.3,19/11/2014,Biogen,Bygrave Lodge Farm Anaerobic Digestion Facility (Farm AD),Renewable,Anaerobic Digestion,1289,Operational,Hertfordshire,Eastern,England,52.002531,-0.14282629,20/09/2014
0101000020E6100000C5F0C7A30A3D1EC03EB2B96A9E4D4B40,9.2,17/06/2015,Energia Renewables,Thornog Windfarm,Renewable,Wind Onshore,1290,Operational,County Tyrone,Northern Ireland,Northern Ireland,54.606397,-7.5596109,22/09/2014
0101000020E610000080B9D4106E35E8BF54E3A59BC4124A40,5,10/02/2015,Anesco,Bulls Head Farm South,Renewable,Solar Photovoltaics,1291,Operational,Buckinghamshire,South East,England,52.146625,-0.75652221,25/09/2014
0101000020E61000008C063AA4627D10C00341800C1DE14940,5.5,19/01/2015,Kinetica Solar,Pentre farm,Renewable,Solar Photovoltaics,1292,Operational,Carmarthenshire,Wales,Wales,51.758699,-4.1224466,25/09/2014
0101000020E6100000DDC6B0D4C4ECF0BF558847E2E5794A40,2,17/12/2014,Bio Dynamic,Colwick Industrial Estate (Farm and Food waste),Renewable,Anaerobic Digestion,1293,Operational,Nottinghamshire,East Midlands,England,52.952328,-1.0578049,30/09/2014
0101000020E610000073FEDC8607230DC070ECD973992E4940,3,17/12/2014,Maria Bailey Planning,Blackawton Solar Farm,Renewable,Solar Photovoltaics,1294,Operational,Devon,South West,England,50.364058,-3.6421042,30/09/2014
0101000020E6100000036BAC2FD8EED83F1BBD1AA034C84940,10,15/07/2015,MS Power Projects Ltd,Fairwind Farm,Renewable,Solar Photovoltaics,1295,Operational,Essex,Eastern,England,51.564106,0.38957791,30/09/2014
0101000020E61000007B357A1432A0E0BFAF5C6F9BA9264A40,3.5,17/12/2014,Chelveston Renewable Energy,Chelveston Airfield - extension,Renewable,Solar Photovoltaics,1296,Operational,Bedfordshire,Eastern,England,52.302051,-0.51955513,30/09/2014
0101000020E61000009A3FA6B5697410C068CBB91457354940,1.5,25/02/2015,Plymouth Hospital NHS Trust,Derriford Hospital,Renewable,Biomass (dedicated),1297,Operational,Devon,South West,England,50.41672,-4.1136845,01/10/2014
0101000020E61000001AE917B593728BBFF758FAD005014A40,9.3,27/11/2014,Push Energy,Wisbridge Farm,Renewable,Solar Photovoltaics,1298,Operational,Hertfordshire,Eastern,England,52.00799,-0.013402132,01/10/2014
0101000020E6100000B9482DD668C0EFBFD61A4AED45E84A40,18,09/03/2015,REG Bio-Power,Whitemoor,Renewable,Biomass (dedicated),1299,Operational,North Yorkshire,Yorkshire and Humber,England,53.814634,-0.99223749,01/10/2014
0101000020E61000000EEEF7599FF1E9BF1021AE9CBD134A40,4.7,03/02/2015,Anesco,Bulls Head Farm North,Renewable,Solar Photovoltaics,1300,Operational,Northamptonshire,East Midlands,England,52.154224,-0.81074493,02/10/2014
0101000020E61000003A30CA7DBC61FBBFAAB706B64AEC4A40,3,17/12/2014,Yorkshire Water,Esholt WWTW,Renewable,Sewage Sludge Digestion,1301,Operational,West Yorkshire,Yorkshire and Humber,England,53.84603,-1.7113614,03/10/2014
0101000020E61000005C0938DFE3A700C0DA3C0E83F93B4A40,1.1,10/02/2015,Intervate Renewable Energy ,Cradley Heath,Renewable,Biomass (dedicated),1302,Operational,West Midlands,West Midlands,England,52.468552,-2.0819776,04/10/2014
0101000020E6100000921914724A5503C077A1B94E23CB4C40,4.6,22/05/2015,Wilson Strachan,Yonderton Wind Cluster,Renewable,Wind Onshore,1303,Operational,Grampian,Scotland,Scotland,57.587015,-2.4166459,15/10/2014
0101000020E6100000C0E8F2E6702D0CC0719010E50B5A4940,13,04/11/2014,Viridor,Exeter EfW,Renewable,EfW Incineration,1304,Operational,Devon,South West,England,50.703488,-3.522188,16/10/2014
0101000020E61000007A3AB24D85F306C048C0E8F2E6744D40,1,05/01/2015,Windflow UK,New Holland,Renewable,Wind Onshore,1305,Operational,Orkney Islands,Scotland,Scotland,58.913298,-2.8689066,20/10/2014
0101000020E6100000246C2EED8AAFF3BF1FF30181CEF04940,24,31/12/2014,Viridor,Ardley EfW,Renewable,EfW Incineration,1306,Operational,Oxfordshire,South East,England,51.881302,-1.2303571,24/10/2014
0101000020E6100000F735374B6EC914C04E9A0645F3244940,8,05/11/2014,Green Energy UK Direct Ltd,Gover Farm Solar Park,Renewable,Solar Photovoltaics,1307,Operational,Cornwall,South West,England,50.288674,-5.1967098,24/10/2014
0101000020E6100000078BD4C5B72914C0FDD8243FE2DF4940,24,03/02/2015,Good Energy Generation,Tiers Cross Solar Farm,Renewable,Solar Photovoltaics,1308,Operational,Dyfed,Wales,Wales,51.749092,-5.0407401,25/10/2014
0101000020E6100000C074FFFDCE3BFABFF73AA92F4BE14940,37,27/04/2015,Foresight Solar Fund Limited,Kencot Hill Solar Farm (revised application),Renewable,Solar Photovoltaics,1309,Operational,Oxfordshire,South East,England,51.760107,-1.6396017,30/10/2014
0101000020E61000008E2848C730B20BC0C3D32B6519FE4A40,389,11/11/2014,Scottish Power Renewables & DONG Energy,West of Duddon Sands,Renewable,Wind Offshore,1310,Operational,Offshore,Offshore,England,53.98515,-3.4620071,30/10/2014
0101000020E61000005E407969D48DF43FDFC5FB71FB054A40,8,09/01/2014,Mr Don Lord/UK Sustainable Energy,Foxburrow Farm,Renewable,Solar Photovoltaics,1311,Operational,Suffolk,Eastern,England,52.046736,1.2846264,31/10/2014
0101000020E610000060D7E54AF39DF6BF486AA16472004A40,1,25/02/2015,Western Power Distribution,Rickfield Farm solar park,Renewable,Solar Photovoltaics,1312,Operational,Oxfordshire,South East,England,52.003491,-1.4135621,01/11/2014
0101000020E61000004258326C39AC07C0D731AEB838824940,1.2,27/07/2015,Mr & Mrs Dennis,Helland Meads - resubmission,Renewable,Solar Photovoltaics,1314,Operational,Somerset,South West,England,51.017356,-2.9590939,01/11/2014
0101000020E610000010EE2994E0D806C0FED478E926CD4C40,4.6,19/03/2015,Strathdee Energy,Netherton of Windyhills,Renewable,Wind Onshore,1315,Operational,Grampian,Scotland,Scotland,57.60275,-2.8558971,01/11/2014
0101000020E61000003E92921E868E14C0A5315A4755254940,6.3,17/12/2014,RES UK & Ireland Limited,Four Burrows Farm  (Extension 2),Renewable,Solar Photovoltaics,1316,Operational,Cornwall,South West,England,50.291665,-5.1391835,03/11/2014
0101000020E61000002CA116DE401C13C0C98FF8156B384940,1.4,14/05/2015,Lightsource Renewable Energy,Clann Solar Farm,Renewable,Solar Photovoltaics,1317,Operational,Cornwall,South West,England,50.440768,-4.7775912,04/11/2014
0101000020E610000003A5B272791DF3BFCCB22781CDDD4940,3,17/12/2014,Free Green Energy ,BMW UK Manufacturing Ltd,Renewable,Solar Photovoltaics,1318,Operational,Oxfordshire,South East,England,51.732834,-1.1946959,05/11/2014
0101000020E610000027D1DC54EE8FF53F5C1D007157AB4940,6.2,06/11/2014,Lightsource Renewable Energy,Thorne Farm,Renewable,Solar Photovoltaics,1319,Operational,Kent,South East,England,51.338606,1.3476394,05/11/2014
0101000020E6100000F4797BC67457E4BF0D8AE6012C684940,14.5,17/03/2015,NextEnergy Solar Fund,Bilsham Farm,Renewable,Solar Photovoltaics,1320,Operational,West Sussex,South East,England,50.813843,-0.6356758,10/11/2014
0101000020E610000094580861240211C0611C5C3AE6DA4B40,4.3,03/02/2015,2020 Renewables,Ardoch and Over Enoch Wind Farm (Over Enoch),Renewable,Wind Onshore,1321,Operational,Strathclyde,Scotland,Scotland,55.710151,-4.2520919,12/11/2014
0101000020E6100000BBD7A436CC0311C0E55E605628DC4B40,7.2,03/02/2015,2020 Renewables,Ardoch and Over Enoch Wind Farm (Ardoch),Renewable,Wind Onshore,1322,Operational,Strathclyde,Scotland,Scotland,55.719981,-4.2537087,12/11/2014
0101000020E6100000970B1BB9FC74B43F0551F70148C34940,2.2,10/02/2015,Thames Water Utilities,Beckton Sewage Treatment Works,Renewable,Wind Onshore,1323,Operational,Greater London,London,England,51.525635,0.079910083,12/11/2014
0101000020E61000006F6E02C23DC50AC05395B6B8C6634B40,6.2,21/07/2014,,Westnewton,Renewable,Wind Onshore,1223,Operational,Cumbria,North West,England,54.779502,-3.3463092,01/05/2014
0101000020E6100000A97CF8C7B500D93F713D0AD7A3FA4940,10.8,14/11/2014,Lightsource Renewable Energy / Push Energy,Hyde Farm,Renewable,Solar Photovoltaics,1324,Operational,Essex,Eastern,England,51.958125,0.39066834,13/11/2014
0101000020E6100000AC6E9AE3814DF23F89D2DEE00BA34940,17,05/03/2015,Primrose Solar,Littlebourne,Renewable,Solar Photovoltaics,1325,Operational,Kent,South East,England,51.2738,1.1439227,13/11/2014
0101000020E6100000CC519154F08D1BC003CFBD874B8A4B40,42,14/11/2014,Gaelectric Developments,Windyhill Road (Dunbeg) Wind Farm,Renewable,Wind Onshore,1326,Operational,County Londonderry,Northern Ireland,Northern Ireland,55.08043,-6.8886121,14/11/2014
0101000020E6100000CAB788395267F0BF302C7FBE2D924A40,4.8,03/02/2015,Anesco,Bilsthorpe Quarry Solar Park,Renewable,Solar Photovoltaics,1327,Operational,Nottinghamshire,East Midlands,England,53.142021,-1.0252249,18/11/2014
0101000020E6100000F750ECB2A9E4F8BF8BA548BE12204A40,4.1,27/11/2014,Sun Glow Power,Brickyard Barn (resubmission),Renewable,Solar Photovoltaics,1328,Operational,Warwickshire,West Midlands,England,52.250572,-1.5558259,27/11/2014
0101000020E61000004EB9809F8A7ED8BF4030478FDF7F4A40,38,19/11/2014,Eco2 Lincs,Sleaford Renewable Energy Plant,Renewable,Biomass (dedicated),1329,Operational,Lincolnshire,East Midlands,England,52.99901,-0.38272348,28/11/2014
0101000020E6100000E662676556BA13C0E719FB928D934C40,20,04/04/2006,Scottish and Southern Energy (SSE),Ceannacroc,Renewable,Large Hydro,11,Operational,Highland,Scotland,Scotland,57.152758,-4.9319702,01/01/1956
0101000020E6100000A6C86B6F0112FFBF1074B4AA25B74C40,1,07/01/2015,Green Cat Renewables,Yonderton Farm,Renewable,Wind Onshore,1331,Operational,Grampian,Scotland,Scotland,57.430837,-1.9418959,01/12/2014
0101000020E61000009B2ACE07BA2C05C07C26FBE769CA4C40,2.4,07/01/2015,Green Cat Renewables,Auchinderran Wind Farm,Renewable,Wind Onshore,1332,Operational,Grampian,Scotland,Scotland,57.581357,-2.6468392,01/12/2014
0101000020E610000034C467A1534609C00DC7F31950154C40,1.5,27/07/2015,Clenergy,Skeddoway Farm Wind Turbine (Resubmission),Renewable,Wind Onshore,1333,Operational,Fife,Scotland,Scotland,56.166507,-3.1593392,01/12/2014
0101000020E61000008B389D64ABFB0DC06F4562821AC84940,1.5,29/05/2015,Renewable Energy Systems Ltd (RES),Longlands Lane,Renewable,Wind Onshore,1334,Operational,Gwent,Wales,Wales,51.563309,-3.7478855,01/12/2014
0101000020E6100000EB13E5773F93F13F67463F1A4E0D4A40,20,02/12/2014,SITA UK,Great Blakenham EfW,Renewable,EfW Incineration,1335,Operational,Suffolk,Eastern,England,52.103946,1.0984492,02/12/2014
0101000020E6100000B2086A9D5DD301C01D90847D3B6B4940,8.3,03/02/2015,British Solar Renewables,Canada Farm,Renewable,Solar Photovoltaics,1336,Operational,Dorset,South West,England,50.837753,-2.2282059,02/12/2014
0101000020E61000002F2F6585C78B1EC02810768A55194B40,15,19/03/2015,Erne Concrete Pumping,Molly Mountain,Renewable,Wind Onshore,1337,Operational,County Fermanagh,Northern Ireland,Northern Ireland,54.197923,-7.6365033,03/12/2014
0101000020E610000099017855B15201C0A1A2EA573A5B4940,10,01/04/2015,Inazin Energy/Low Carbon,Bottom Plain,Renewable,Solar Photovoltaics,1338,Operational,Dorset,South West,England,50.712718,-2.1653773,04/12/2014
0101000020E610000062C90B9F63F611C054ABAFAE0A5A4940,40.1,05/03/2015,Primrose Solar,Canworthy,Renewable,Solar Photovoltaics,1339,Operational,Cornwall,South West,England,50.703451,-4.4906144,10/12/2014
0101000020E61000005EE85B300274F7BFC8957A1684084A40,7,19/03/2015,Mr Bart Dalla Mura,Epwell Grounds Farm solar park,Renewable,Solar Photovoltaics,1340,Operational,Oxfordshire,South East,England,52.066531,-1.4658224,10/12/2014
0101000020E610000072E4DC81952E04C04E25034015C54940,21,29/05/2015,Solar Power South,Grange Farm (Avon),Renewable,Solar Photovoltaics,1341,Operational,Avon,South West,England,51.539711,-2.5227461,11/12/2014
0101000020E61000004604CA4332A6DDBF1E87C1FC15EE4940,3,10/06/2015,Raybridge Corporation,Caddington Solar Farm (Phase 1),Renewable,Solar Photovoltaics,1342,Operational,Bedfordshire,Eastern,England,51.860046,-0.46326882,11/12/2014
0101000020E6100000CC199B6736F905C0A92F4B3B35214C40,1.5,28/04/2015,"Messrs Stevenson, Watson & Brunton",Bonerbo Wind Turbines (resubmission),Renewable,Wind Onshore,1343,Operational,Fife,Scotland,Scotland,56.259437,-2.7466858,15/12/2014
